,Date,Open,High,Low,Close,prev_close,Volume,gapped_percent,is_gapped,up_or_down,is_half_percent_continutation_target_price,is_half_percent_continued,is_gap_fill,max_gap_and_go_percentage,continuation_fill_time,greatest_continuation_fill_time
4425,2022-09-22,376.58,377.66,373.44,376.15,381.03,59215647,-1.1678870430149828,True,2,374.67,True,False,-1.9919691362884748,00:25:00,01:50:00
4426,2022-09-23,370.58,370.62,363.29,366.735,376.15,80999956,-1.4807922371394373,True,2,368.7,True,False,-3.4188488634853003,00:10:00,05:25:00
4428,2022-09-27,368.02,370.4,360.87,362.67,365.12,75546025,0.7942594215600288,True,1,369.85,True,True,1.4460999123575735,00:05:00,00:10:00
4430,2022-09-29,366.81,367.11,359.7,361.69,371.41,81062847,-1.2385234646347762,True,2,364.95,True,False,-3.1528499501898266,00:10:00,04:50:00
4433,2022-10-04,372.4,378.0,372.31,376.16,368.23,70321684,1.132444396165429,True,1,374.24,True,False,2.6532330337017576,00:05:00,06:25:00
4434,2022-10-05,373.39,379.46,370.95,378.72,376.16,63674727,-0.7363887707358673,True,2,371.51,True,True,-1.3850489153551775,00:55:00,01:00:00
4435,2022-10-06,375.62,378.72,372.68,374.33,378.72,59646353,-0.8185466835657009,True,2,373.73,True,True,-1.5948457963667142,00:55:00,05:40:00
4436,2022-10-07,368.97,369.37,360.94,361.2,374.33,70660983,-1.4318916464082379,True,2,367.1,True,False,-3.5770576763817985,00:10:00,06:00:00
4438,2022-10-11,358.26,363.03,355.71,356.98,360.6801,69595617,-0.6709824024114419,True,2,356.46,True,True,-1.3779800992624773,00:30:00,05:45:00
4442,2022-10-17,364.0,367.9799,363.97,366.8699,358.65,64225690,1.4917050048794154,True,1,365.79,True,False,2.601394116826993,00:05:00,00:50:00
4455,2022-11-03,371.465,374.2,368.79,373.2,376.4,56067635,-1.3111052072263556,True,2,369.58,True,False,-2.021785334750254,00:20:00,00:30:00
4456,2022-11-04,377.0,378.87,370.0,374.3,373.2,67256157,1.0182207931404104,True,1,378.87,True,True,1.519292604501612,01:10:00,01:10:00
4457,2022-11-07,377.71,380.57,375.53,380.29,374.3,45863285,0.9110339300026631,True,1,379.58,True,False,1.6751269035532945,04:55:00,06:00:00
4459,2022-11-09,379.85,381.14,373.61,374.9,383.28,53979244,-0.8949071175119887,True,2,377.93,True,False,-2.5229597161344084,01:25:00,06:15:00
4460,2022-11-10,388.03,395.04,385.642,393.65,374.9,88436690,3.502267271272338,True,1,389.9,True,False,5.372099226460401,00:30:00,06:25:00
4468,2022-11-22,396.63,400.07,395.1527,399.43,394.57,39599574,0.5220873355805059,True,1,398.6,True,False,1.3939224979091163,04:20:00,06:25:00
4470,2022-11-28,399.09,400.81,395.11,395.2,402.27,43255821,-0.7905138339920966,True,2,397.08,True,False,-1.7798990727620674,04:20:00,05:55:00
4475,2022-12-05,403.95,404.93,398.17,398.68,406.86,50135684,-0.7152337413360923,True,2,401.92,True,False,-2.1358698323747722,00:30:00,05:15:00
4478,2022-12-08,395.14,397.36,393.45,396.44,392.9201,40461641,0.5649749147472973,True,1,397.1,True,False,1.1299752799615044,00:55:00,01:05:00
4483,2022-12-15,394.31,395.25,387.885,390.58,397.95,75787439,-0.9146877748460828,True,2,392.32,True,False,-2.529212212589521,00:25:00,03:35:00
4484,2022-12-16,385.19,386.575,381.04,384.795,390.58,67817503,-1.3799989758820181,True,2,383.24,True,False,-2.4425213784627897,00:40:00,03:25:00
4487,2022-12-21,383.25,387.41,382.69,385.7492,381.1595,45393869,0.5484580602083957,True,1,385.16,True,False,1.639864676073939,00:55:00,04:40:00
4488,2022-12-22,383.05,383.38,374.77,380.39,385.7492,66583537,-0.6997292541371343,True,2,381.12,True,False,-2.8462016253047295,00:10:00,04:00:00
4492,2022-12-29,379.63,384.35,379.08,383.515,377.25,43341132,0.6308813783962878,True,1,381.52,True,False,1.8820410868124646,00:10:00,04:35:00
4493,2022-12-30,380.64,382.58,378.43,380.47,383.515,51072006,-0.7496447335827804,True,2,378.72,True,False,-1.3258933809629296,03:55:00,03:55:00
4494,2023-01-03,384.37,386.43,377.831,380.555,380.47,49036005,1.0250479669881927,True,1,386.27,True,True,1.5664835598076008,00:10:00,00:10:00
4495,2023-01-04,383.18,385.88,380.0,382.68,380.555,59509413,0.6897820288788743,True,1,385.08,True,True,1.3992721157257133,02:05:00,02:25:00
4497,2023-01-06,382.61,389.25,379.45,388.6825,379.355,67790804,0.8580353494747651,True,1,384.51,True,False,2.608374741337265,01:05:00,05:45:00
4500,2023-01-11,392.23,395.6,391.38,394.415,389.58,44614840,0.6802197238051323,True,1,394.18,True,False,1.5452538631346677,03:40:00,06:25:00
4505,2023-01-19,389.35,391.08,387.26,389.885,392.79,59736151,-0.875786043432877,True,2,387.39,True,False,-1.4078769826115811,02:10:00,02:15:00
